,Selection,View,Channel,Begin Time (s),End Time (s),Low Freq (Hz),High Freq (Hz),Begin Path,Species,Family,Order
555,556,Spectrogram 1,1,277.5,278.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_201454488_06710_1.wav,,warbler,passerine
556,557,Spectrogram 1,1,278.0,278.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_201567816_06710_1.wav,,warbler,passerine
557,558,Spectrogram 1,1,278.5,279.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_201757680_06316_1.wav,,,passerine
558,559,Spectrogram 1,1,279.0,279.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_201766008_06868_1.wav,,warbler,passerine
559,560,Spectrogram 1,1,279.5,280.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_201887736_06474_1.wav,,,passerine
560,561,Spectrogram 1,1,280.0,280.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_202173048_06237_1.wav,,,passerine
561,562,Spectrogram 1,1,280.5,281.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_202286184_02447_1.wav,woth,thrush,passerine
562,563,Spectrogram 1,1,281.0,281.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_202331616_02763_1.wav,,,passerine
563,564,Spectrogram 1,1,281.5,282.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_202336800_06632_1.wav,,,passerine
564,565,Spectrogram 1,1,282.0,282.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_202427160_06316_1.wav,,warbler,passerine
565,566,Spectrogram 1,1,282.5,283.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_202544520_06632_1.wav,,warbler,passerine
566,567,Spectrogram 1,1,283.0,283.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_202739808_06947_1.wav,,warbler,passerine
567,568,Spectrogram 1,1,283.5,284.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_202850328_02842_1.wav,swth,thrush,passerine
568,569,Spectrogram 1,1,284.0,284.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_202920048_03158_1.wav,gcth,thrush,passerine
569,570,Spectrogram 1,1,284.5,285.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_202946495_02763_1.wav,,thrush,passerine
570,571,Spectrogram 1,1,285.0,285.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_203121456_02921_1.wav,swth,thrush,passerine
571,572,Spectrogram 1,1,285.5,286.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_204032928_02526_1.wav,swth,thrush,passerine
572,573,Spectrogram 1,1,286.0,286.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_204131352_02605_1.wav,swth,thrush,passerine
573,574,Spectrogram 1,1,286.5,287.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_204567312_02842_1.wav,rbgr,cardinal,passerine
574,575,Spectrogram 1,1,287.0,287.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_204796920_03474_1.wav,gcth,thrush,passerine
575,576,Spectrogram 1,1,287.5,288.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_204894216_02684_1.wav,,thrush,passerine
576,577,Spectrogram 1,1,288.0,288.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_204928008_02763_1.wav,rbgr,cardinal,passerine
577,578,Spectrogram 1,1,288.5,289.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_205224888_02290_1.wav,,,passerine
578,579,Spectrogram 1,1,289.0,289.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_205322880_02684_1.wav,,,passerine
579,580,Spectrogram 1,1,289.5,290.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_205958856_02842_1.wav,,,passerine
580,581,Spectrogram 1,1,290.0,290.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_206094936_02763_1.wav,woth,thrush,passerine
581,582,Spectrogram 1,1,290.5,291.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_206147232_02684_1.wav,,,passerine
582,583,Spectrogram 1,1,291.0,291.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_206158776_02842_1.wav,,,passerine
583,584,Spectrogram 1,1,291.5,292.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_206265864_02290_1.wav,swth,thrush,passerine
584,585,Spectrogram 1,1,292.0,292.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_206345207_02605_1.wav,swth,thrush,passerine
585,586,Spectrogram 1,1,292.5,293.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_206351424_02605_1.wav,,,passerine
586,587,Spectrogram 1,1,293.0,293.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_206419199_02605_1.wav,swth,thrush,passerine
587,588,Spectrogram 1,1,293.5,294.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_206669495_02684_1.wav,,,passerine
588,589,Spectrogram 1,1,294.0,294.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_206747784_02526_1.wav,swth,thrush,passerine
589,590,Spectrogram 1,1,294.5,295.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_206849808_02605_1.wav,,,passerine
590,591,Spectrogram 1,1,295.0,295.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_206864039_03632_1.wav,,,passerine
591,592,Spectrogram 1,1,295.5,296.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_206910672_03158_1.wav,swth,thrush,passerine
592,593,Spectrogram 1,1,296.0,296.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_206933616_02842_1.wav,,,passerine
593,594,Spectrogram 1,1,296.5,297.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_207014880_02684_1.wav,swth,thrush,passerine
594,595,Spectrogram 1,1,297.0,297.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_207019008_02842_1.wav,,,passerine
595,596,Spectrogram 1,1,297.5,298.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_207047376_02368_1.wav,swth,thrush,passerine
596,597,Spectrogram 1,1,298.0,298.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_207213072_02526_1.wav,swth,thrush,passerine
597,598,Spectrogram 1,1,298.5,299.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_207248808_03158_1.wav,,,passerine
598,599,Spectrogram 1,1,299.0,299.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_207353808_02447_1.wav,,,passerine
599,600,Spectrogram 1,1,299.5,300.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_207386832_03000_1.wav,gcth,thrush,passerine
600,601,Spectrogram 1,1,300.0,300.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_207426144_02210_1.wav,swth,thrush,passerine
601,602,Spectrogram 1,1,300.5,301.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_207480792_03395_1.wav,rbgr,cardinal,passerine
602,603,Spectrogram 1,1,301.0,301.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_207506952_02763_1.wav,swth,thrush,passerine
603,604,Spectrogram 1,1,301.5,302.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_207510024_02684_1.wav,,warbler,passerine
604,605,Spectrogram 1,1,302.0,302.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_207510552_07026_1.wav,,warbler,passerine
605,606,Spectrogram 1,1,302.5,303.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_207524112_07895_1.wav,,,passerine
606,607,Spectrogram 1,1,303.0,303.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_207738576_02447_1.wav,swth,thrush,passerine
607,608,Spectrogram 1,1,303.5,304.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_207866447_02290_1.wav,,,passerine
608,609,Spectrogram 1,1,304.0,304.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_207875472_06947_1.wav,,,passerine
609,610,Spectrogram 1,1,304.5,305.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_207935903_02368_1.wav,swth,thrush,passerine
610,611,Spectrogram 1,1,305.0,305.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_208199592_02526_1.wav,swth,thrush,passerine
611,612,Spectrogram 1,1,305.5,306.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_208272527_02447_1.wav,,,passerine
612,613,Spectrogram 1,1,306.0,306.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_208390752_06474_1.wav,cswa,warbler,passerine
613,614,Spectrogram 1,1,306.5,307.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_208432536_02210_1.wav,swth,thrush,passerine
614,615,Spectrogram 1,1,307.0,307.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_208477032_02053_1.wav,,,passerine
615,616,Spectrogram 1,1,307.5,308.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_208793424_06790_1.wav,,warbler,passerine
616,617,Spectrogram 1,1,308.0,308.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_208883687_06710_1.wav,,warbler,passerine
617,618,Spectrogram 1,1,308.5,309.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_208992119_06790_1.wav,,,passerine
618,619,Spectrogram 1,1,309.0,309.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_209085983_06710_1.wav,bbwa,warbler,passerine
619,620,Spectrogram 1,1,309.5,310.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_209355119_03079_1.wav,,,passerine
620,621,Spectrogram 1,1,310.0,310.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_209442240_02921_1.wav,,,passerine
621,622,Spectrogram 1,1,310.5,311.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_209595408_03000_1.wav,,,passerine
622,623,Spectrogram 1,1,311.0,311.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_209598216_02605_1.wav,,,passerine
623,624,Spectrogram 1,1,311.5,312.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_209705160_02921_1.wav,,,passerine
624,625,Spectrogram 1,1,312.0,312.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_209728272_03395_1.wav,,,passerine
625,626,Spectrogram 1,1,312.5,313.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_209819184_07737_1.wav,swth,thrush,passerine
626,627,Spectrogram 1,1,313.0,313.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_209821272_02842_1.wav,swth,thrush,passerine
627,628,Spectrogram 1,1,313.5,314.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_209886960_03395_1.wav,,,passerine
628,629,Spectrogram 1,1,314.0,314.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_209935464_02526_1.wav,,,passerine
629,630,Spectrogram 1,1,314.5,315.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_209978207_07816_1.wav,,,passerine
630,631,Spectrogram 1,1,315.0,315.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_210036888_02684_1.wav,,,passerine
631,632,Spectrogram 1,1,315.5,316.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_210154032_02368_1.wav,,,passerine
632,633,Spectrogram 1,1,316.0,316.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_210198527_03553_1.wav,,,passerine
633,634,Spectrogram 1,1,316.5,317.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_210289680_02132_1.wav,,,passerine
634,635,Spectrogram 1,1,317.0,317.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_210436560_02605_1.wav,,,passerine
635,636,Spectrogram 1,1,317.5,318.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_210647880_06710_1.wav,bbwa,warbler,passerine
636,637,Spectrogram 1,1,318.0,318.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_211720127_02684_1.wav,swth,thrush,passerine
637,638,Spectrogram 1,1,318.5,319.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_212296272_07184_1.wav,,sparrow,passerine
638,639,Spectrogram 1,1,319.0,319.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_212409864_02763_1.wav,swth,thrush,passerine
639,640,Spectrogram 1,1,319.5,320.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_213137232_03158_1.wav,woth,thrush,passerine
640,641,Spectrogram 1,1,320.0,320.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_213237864_02526_1.wav,woth,thrush,passerine
641,642,Spectrogram 1,1,320.5,321.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_213294000_08210_1.wav,,sparrow,passerine
642,643,Spectrogram 1,1,321.0,321.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_213316056_02447_1.wav,woth,thrush,passerine
643,644,Spectrogram 1,1,321.5,322.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_213338136_07421_1.wav,,,passerine
644,645,Spectrogram 1,1,322.0,322.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_213451272_02605_1.wav,,,passerine
645,646,Spectrogram 1,1,322.5,323.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_213661632_02684_1.wav,woth,thrush,passerine
646,647,Spectrogram 1,1,323.0,323.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_213687912_03079_1.wav,,,passerine
647,648,Spectrogram 1,1,323.5,324.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_213783720_02290_1.wav,,,passerine
648,649,Spectrogram 1,1,324.0,324.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_213788184_02921_1.wav,,,passerine
649,650,Spectrogram 1,1,324.5,325.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_213968232_03000_1.wav,woth,thrush,passerine
650,651,Spectrogram 1,1,325.0,325.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_214291440_02763_1.wav,swth,thrush,passerine
651,652,Spectrogram 1,1,325.5,326.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_214330944_02368_1.wav,woth,thrush,passerine
652,653,Spectrogram 1,1,326.0,326.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_214349856_06710_1.wav,,,passerine
653,654,Spectrogram 1,1,326.5,327.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_214494983_02763_1.wav,,,passerine
654,655,Spectrogram 1,1,327.0,327.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_214527384_02921_1.wav,woth,thrush,passerine
655,656,Spectrogram 1,1,327.5,328.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_214766016_03000_1.wav,swth,thrush,passerine
656,657,Spectrogram 1,1,328.0,328.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_214915416_03237_1.wav,,,passerine
657,658,Spectrogram 1,1,328.5,329.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_214964640_06553_1.wav,,,passerine
658,659,Spectrogram 1,1,329.0,329.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_214984704_03000_1.wav,,,passerine
659,660,Spectrogram 1,1,329.5,330.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_215125512_02763_1.wav,swth,thrush,passerine
660,661,Spectrogram 1,1,330.0,330.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_215127960_06790_1.wav,,warbler,passerine
661,662,Spectrogram 1,1,330.5,331.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_215228328_07579_1.wav,,warbler,passerine
662,663,Spectrogram 1,1,331.0,331.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_215282256_02921_1.wav,,,passerine
663,664,Spectrogram 1,1,331.5,332.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_215326032_02921_1.wav,,,passerine
664,665,Spectrogram 1,1,332.0,332.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_215370264_03158_1.wav,swth,thrush,passerine
665,666,Spectrogram 1,1,332.5,333.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_215377536_02447_1.wav,swth,thrush,passerine
666,667,Spectrogram 1,1,333.0,333.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_215534640_02684_1.wav,swth,thrush,passerine
667,668,Spectrogram 1,1,333.5,334.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_215588592_02447_1.wav,,,passerine
668,669,Spectrogram 1,1,334.0,334.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_216016823_03079_1.wav,woth,thrush,passerine
669,670,Spectrogram 1,1,334.5,335.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_216147840_02684_1.wav,swth,thrush,passerine
670,671,Spectrogram 1,1,335.0,335.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_216300408_03079_1.wav,swth,thrush,passerine
671,672,Spectrogram 1,1,335.5,336.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_216335160_02684_1.wav,,,passerine
672,673,Spectrogram 1,1,336.0,336.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_216432287_02921_1.wav,,,passerine
673,674,Spectrogram 1,1,336.5,337.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_216515495_02684_1.wav,swth,thrush,passerine
674,675,Spectrogram 1,1,337.0,337.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_216528360_03000_1.wav,swth,thrush,passerine
675,676,Spectrogram 1,1,337.5,338.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_216592872_07658_1.wav,,,passerine
676,677,Spectrogram 1,1,338.0,338.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_216604080_03000_1.wav,swth,thrush,passerine
677,678,Spectrogram 1,1,338.5,339.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_216647520_03000_1.wav,swth,thrush,passerine
678,679,Spectrogram 1,1,339.0,339.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_216692808_02921_1.wav,swth,thrush,passerine
679,680,Spectrogram 1,1,339.5,340.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_216697008_02763_1.wav,swth,thrush,passerine
680,681,Spectrogram 1,1,340.0,340.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_216778632_02605_1.wav,swth,thrush,passerine
681,682,Spectrogram 1,1,340.5,341.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_216827568_02368_1.wav,,,passerine
682,683,Spectrogram 1,1,341.0,341.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_216877416_07184_1.wav,,warbler,passerine
683,684,Spectrogram 1,1,341.5,342.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_216881880_03079_1.wav,swth,thrush,passerine
684,685,Spectrogram 1,1,342.0,342.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_216912624_02684_1.wav,,,passerine
685,686,Spectrogram 1,1,342.5,343.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_216946056_06868_1.wav,,,passerine
686,687,Spectrogram 1,1,343.0,343.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_216950976_02368_1.wav,gcth,thrush,passerine
687,688,Spectrogram 1,1,343.5,344.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_216963672_02684_1.wav,swth,thrush,passerine
688,689,Spectrogram 1,1,344.0,344.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_217062720_02921_1.wav,gcth,thrush,passerine
689,690,Spectrogram 1,1,344.5,345.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_217069032_02132_1.wav,,,passerine
690,691,Spectrogram 1,1,345.0,345.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_217084607_02921_1.wav,swth,thrush,passerine
691,692,Spectrogram 1,1,345.5,346.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_217114920_03000_1.wav,,,passerine
692,693,Spectrogram 1,1,346.0,346.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_217118856_03079_1.wav,,,passerine
693,694,Spectrogram 1,1,346.5,347.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_217150728_02763_1.wav,,,passerine
694,695,Spectrogram 1,1,347.0,347.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_217200743_02447_1.wav,,,passerine
695,696,Spectrogram 1,1,347.5,348.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_217227792_02842_1.wav,,,passerine
696,697,Spectrogram 1,1,348.0,348.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_217261607_06868_1.wav,,,passerine
697,698,Spectrogram 1,1,348.5,349.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_217340424_02605_1.wav,,,passerine
698,699,Spectrogram 1,1,349.0,349.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_217397520_02842_1.wav,,,passerine
699,700,Spectrogram 1,1,349.5,350.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_217399872_03000_1.wav,,,passerine
700,701,Spectrogram 1,1,350.0,350.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_217629240_02921_1.wav,woth,thrush,passerine
701,702,Spectrogram 1,1,350.5,351.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_217642992_02132_1.wav,swth,thrush,passerine
702,703,Spectrogram 1,1,351.0,351.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_217821552_03158_1.wav,,,passerine
703,704,Spectrogram 1,1,351.5,352.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_217833648_02368_1.wav,,,passerine
704,705,Spectrogram 1,1,352.0,352.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_217969872_02921_1.wav,gcth,thrush,passerine
705,706,Spectrogram 1,1,352.5,353.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_218108856_02526_1.wav,,,passerine
706,707,Spectrogram 1,1,353.0,353.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_218124624_02842_1.wav,,,passerine
707,708,Spectrogram 1,1,353.5,354.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_218659367_03000_1.wav,,,passerine
708,709,Spectrogram 1,1,354.0,354.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_218805096_02842_1.wav,woth,thrush,passerine
709,710,Spectrogram 1,1,354.5,355.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_219492527_06553_1.wav,,warbler,passerine
710,711,Spectrogram 1,1,355.0,355.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_219557328_02684_1.wav,,,passerine
711,712,Spectrogram 1,1,355.5,356.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_219688776_06710_1.wav,,,passerine
712,713,Spectrogram 1,1,356.0,356.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_219709440_03000_1.wav,,,passerine
713,714,Spectrogram 1,1,356.5,357.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_219782400_07263_1.wav,,,passerine
714,715,Spectrogram 1,1,357.0,357.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_220435367_02526_1.wav,,,passerine
715,716,Spectrogram 1,1,357.5,358.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_220567752_06632_1.wav,,,passerine
716,717,Spectrogram 1,1,358.0,358.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_220658039_07816_1.wav,,,passerine
717,718,Spectrogram 1,1,358.5,359.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_221079024_08526_1.wav,,,passerine
718,719,Spectrogram 1,1,359.0,359.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_221637912_02605_1.wav,swth,thrush,passerine
719,720,Spectrogram 1,1,359.5,360.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_221833896_07579_1.wav,,warbler,passerine
720,721,Spectrogram 1,1,360.0,360.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_222191712_06868_1.wav,,warbler,passerine
721,722,Spectrogram 1,1,360.5,361.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_222271416_07342_1.wav,,,passerine
722,723,Spectrogram 1,1,361.0,361.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_222311304_07342_1.wav,baww,warbler,passerine
723,724,Spectrogram 1,1,361.5,362.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_222320544_06079_1.wav,,warbler,passerine
